TimeStep,Hubs_Top10%,Middle,Periphery_Bottom50%
156,0.5689408602992706,0.5632789256164598,0.5379290675194713
157,0.5689604527669188,0.5639320166189185,0.5380494770718587
158,0.5688496383339059,0.5637559511402176,0.5377602085011924
159,0.5688544023202843,0.5638146347647902,0.5377622652371162
160,0.5688502290624086,0.5636969107239459,0.5374836032465399
161,0.5691435582626767,0.5637219682226292,0.5375984563516298
162,0.5689269046159949,0.5632951760655082,0.5373186841192213
163,0.5688229896365068,0.5632217919588025,0.537379610558564
164,0.5685069391911521,0.5634548562122409,0.5378019825762063
165,0.5682671119383372,0.5635293686532629,0.5378983149626475
166,0.568225838487832,0.5633687009140553,0.5378609373357666
167,0.5677481575766788,0.5634185703986838,0.537779425668858
168,0.5675251329955335,0.5633429184842811,0.5371912577262284
169,0.5678215810027213,0.5636996607738871,0.537143050496514
170,0.5678624038433127,0.5641355929323068,0.5370893759451935
171,0.5678395667532775,0.5641725972039061,0.536997261092213
172,0.5680716650262179,0.5644370637316117,0.5371577120587565
173,0.5679296285433558,0.5648667944941709,0.5368831744584475
174,0.5677821461269676,0.5653374541866479,0.5362820680534912
175,0.5676095118150035,0.5651081182709626,0.5361071706838372
176,0.567794954276575,0.5656977486583247,0.536340783519996
177,0.5679335423951923,0.5661084218167642,0.5364921467877269
178,0.5681995604690575,0.5665010208295007,0.5365809856990266
179,0.5680467311991911,0.5665431325682634,0.5361521960586736
180,0.5679495204138241,0.5664356627007273,0.536188899595009
181,0.5678163498072457,0.566190400058606,0.5362324099102683
182,0.5680984101400267,0.5657434189130073,0.5360876953815156
183,0.568088746145612,0.5664149133429395,0.5363869414219986
184,0.568149441585314,0.566302029666138,0.5361786042631596
185,0.5682914743129469,0.5660547040316418,0.5361392274894519
186,0.5683159218182756,0.5655472882263074,0.5362582914671618
187,0.5678118892820752,0.5651306797204669,0.5364579439837132
188,0.5678394415533289,0.5645716912598134,0.5369115138046757
189,0.5675723478835072,0.5644861545429218,0.5365709620604397
190,0.5679121866517709,0.5645579313974595,0.5368657212401063
191,0.5679125949038137,0.564623895540266,0.5371642216259465
192,0.5679757796414546,0.5641483350569364,0.537201773922293
193,0.5680296246827321,0.564334591441199,0.5370004887377468
194,0.5681128967091704,0.5644792894330307,0.5368438905721935
195,0.5683452881283874,0.5639034362228441,0.5368736503970517
196,0.5682481810340579,0.564301190233007,0.5369070642203514
197,0.568294286900707,0.564799884228599,0.5370759665192762
198,0.5680915401019015,0.5647639970321865,0.5367493001899574
199,0.5681348456390317,0.5646668455406716,0.5366788355230446
